300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
1	1
1	1
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
-	-
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
-	-
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
-	-
-	-
-	-
-	-
300	300
