file_name,text
jaszssag1.jpg,green floral design inside a rounded triangle from jaszssag
jaszssag10.jpg,green symmetrical pattern with leaves and flowers from jaszssag
jaszssag11.jpg,green symmetrical pattern with leaves and circular flowers from jaszssag
jaszssag12.jpg,green symmetrical pattern with thick leaves and flowers from jaszssag
jaszssag13.jpg,green symmetrical pattern with flowers from jaszssag
jaszssag14.jpg,green symmetrical pattern with leaves and flowers and space between the items from jaszssag
jaszssag15.jpg,green symmetrical pattern with thick leaves and flowers from jaszssag
jaszssag16.jpg,light green symmetrical pattern with leaves and flowers from jaszssag
jaszssag17.jpg,green symmetrical pattern with leaves and flowers from jaszssag
jaszssag18.jpg,green symmetrical pattern with flowers from jaszssag
jaszssag19.jpg,green symmetrical pattern with long chain of leaves and circular flowers from jaszssag
jaszssag2.jpg,green symmetrical pattern with big flowers from jaszssag
jaszssag20.jpg,green floral design with thin lines
jaszssag21.jpg,coat of arms of jaszssag with two birds and a crown and flowers
jaszssag22.jpg,green design of diferent flowers around a thick branch from jaszssag
jaszssag23.jpg,green symmetrical pattern with flowers from jaszssag
jaszssag24.jpg,green symmetrical pattern with flowers from jaszssag
jaszssag25.jpg,light green symmetrical pattern with leaves and flowers from jaszssag
jaszssag26.jpg,a grid of 9 items used in jaszssag design patterns
jaszssag27.jpg,a group of different flower shapes in light green from jaszssag
jaszssag28.jpg,a group of different flower shapes in light green from jaszssag
jaszssag29.jpg,a group of different flower shapes in light green from jaszssag
jaszssag3.jpg,a green and red design with leaves from jaszssag
jaszssag4.jpg,light green floral design inside a rounded triangle from jaszssag
jaszssag5.jpg,edge pattern design in green from jaszssag
jaszssag6.jpg,a green and red design with flower and a small face on top from jaszssag
jaszssag7.jpg,green floral design inside a rounded triangle from jaszssag
jaszssag8.jpg,rounded edge design in light green from jaszssag
Kalotaszeg.jpeg,6 horizontal design patterns with leaves and branches from Kalotaszeg
Kalotaszeg1.jpeg,9 horizontal design patterns with leaves and branches from Kalotaszeg
Kalotaszeg10.jpg,red plant design from Kalotaszeg
Kalotaszeg11.jpeg,floral design pattern from Kalotaszeg
Kalotaszeg12.jpeg,floral design pattern from Kalotaszeg
Kalotaszeg13.jpeg,floral design pattern from Kalotaszeg
Kalotaszeg14.jpeg,13 horizontal design patterns with leaves and branches from Kalotaszeg
Kalotaszeg15.jpeg,floral design pattern from from Kalotaszeg
Kalotaszeg16.jpeg,symmetrical floral design pattern from  Kalotaszeg
Kalotaszeg17.jpeg,symmetrical floral design pattern from Kalotaszeg
Kalotaszeg18.jpeg,symmetrical floral design pattern with leaves from Kalotaszeg
Kalotaszeg19.jpeg,floral design pattern from Kalotaszeg
Kalotaszeg2.jpeg,two floral designs with leaves from Kalotaszeg
Kalotaszeg2.jpg,one flower and two branches in red from Kalotaszeg
Kalotaszeg21.jpg,black design pattern from Kalotaszeg
Kalotaszeg22.jpg,dark black design from Kalotaszeg
Kalotaszeg23.jpg,6 horiozntal embriodery designs from Kalotaszeg
Kalotaszeg24.jpg,design of edge pattern from Kalotaszeg
Kalotaszeg25.jpg,design of edge pattern from Kalotaszeg
Kalotaszeg26.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
Kalotaszeg27.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
Kalotaszeg28.jpg,red design of one flower and two straight branches with leaves and two curled branches with leaves from Kalotaszeg
Kalotaszeg29.jpg,red design of one flower and two straight branches with leaves and two curled branches with leaves from Kalotaszeg
Kalotaszeg3.jpeg,two floral designs with leaves from Kalotaszeg
Kalotaszeg3.jpg,five red flowers design from Kalotaszeg
Kalotaszeg30.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
Kalotaszeg31.jpg,red design of flowers from Kalotaszeg
Kalotaszeg32.jpg,red design of three tall thick branches from Kalotaszeg
Kalotaszeg33.jpg,three red oval leaves design from Kalotaszeg
Kalotaszeg34.jpg,red plant design from Kalotaszeg
Kalotaszeg35.jpg,red plant design from Kalotaszeg
Kalotaszeg36.jpg,top edge of a red floral design from Kalotaszeg
Kalotaszeg4.jpeg,6 horiozntal embriodery designs from Kalotaszeg
Kalotaszeg4.jpg,edge pattern design from Kalotaszeg
Kalotaszeg5.jpg,vertical embroidery pattern from Kalotaszeg
Kalotaszeg6.jpg,vertical embroidery pattern from Kalotaszeg
Kalotaszeg7.jpg,vertical embroidery pattern from Kalotaszeg
Kalotaszeg8.jpg,vertical embroidery pattern from Kalotaszeg
Kalotaszeg9.jpg,edge pattern design from Kalotaszeg
KalotaszegCROP.jpeg,floral design pattern from Kalotaszeg
KalotaszegCROP2.jpeg,floral design pattern from Kalotaszeg
KalotaszegCROP3.jpeg,floral design pattern from Kalotaszeg
KalotaszegMalonyai.jpeg,three circular flowers and 2 flowers and leaves design from Kalotaszeg Malonyai
KalotaszegMalonyai2.jpeg,floral design pattern with lots of curved lines from Kalotaszeg Malonyai
KalotaszegMalonyai3.jpeg,curved design with plants and flowers from Kalotaszeg Malonyai
KalotaszegMalonyai4.jpeg,symmetrical floral design with two circular flowers from Kalotaszeg Malonyai
KalotaszegMalonyai5.jpeg,symmetrical floral design with two large flowers from Kalotaszeg Malonyai
Kalotaszeg_Malonyai1.jpeg,symmetrical floral design with four circular flowers from Kalotaszeg Malonyai
kepeslapok_957579.jpg,"red, pink, purple, and orange flower design from kepeslapok"
kepeslapok_957579CROP.jpg,violet flowers design from kepeslapok
kepeslapok_957579CROP10.jpg,pink orange and purple circular flowers from kepeslapok
kepeslapok_957579CROP11.jpg,yellow orange blue and purple flower design from kepeslapok
kepeslapok_957579CROP12.jpg,purple orange red and pink flower design from kepeslapok
kepeslapok_957579CROP2.jpg,pink purple yellow flowers from kepeslapok
kepeslapok_957579CROP3.jpg,pink purple yellow flowers from kepeslapok
kepeslapok_957579CROP4.jpg,pink yellow orange purple flower design from kepeslapok
kepeslapok_957579CROP5.jpg,lavender pink yellow and orange flower design from kepeslapok
kepeslapok_957579CROP6.jpg,pink orange purple and red flower design from kepeslapok
kepeslapok_957579CROP7.jpg,pink purple red flower design from kepeslapok
kepeslapok_957579CROP8.jpg,pink purple red orange lavender flower design from kepeslapok
kepeslapok_957579CROP9.jpg,orange yellow lavender flower design from kepeslapok
Mezőség_Erdély.jpg,spikey plants design pattern from Mezooseeg Erdely
Mezőség_ErdélyCROP.jpg,symmetrical design pattern repeating 4 times from Mezooseeg Erdely
mintakönyv.jpg,thin line floral art design pattern from mintakonyv
mintakönyv1.jpg,thin line floral art design pattern from mintakonyv
mintakönyv3.jpg,thin line floral art design pattern from mintakonyv
nagykun1.jpg,three red and white items placed in a red pink and green pattern from nagykun
nagykun10.jpg,frame design with floral patterns from nagykun
nagykun11.jpg,edge pattern design with two multicolored circle designs from nagykun
nagykun12.jpg,two vertical similar inner patterns and two vertical similar outer patters from nagykun
nagykun13.jpg,hungarian coat of arms on top of two round designs and a flower at the bottom from from nagykun
nagykun14.jpg,spikey plants design pattern from Mezooseeg Erdely
nagykun15.jpg,three vertical multicolor patterns from nagykun
nagykun16.jpg,what looks like a gate surrounded by green and black leaves from nagykun
nagykun17.jpg,four shapes from nagykun which are all connected to floral art
nagykun18.jpg,three symmetrical nagykun design patterns 
nagykun19.jpg,six nagykun design edge pattern designs 
nagykun1CROP.jpg,two large design patters and one edge design all with flowers and leaves from nagykun
nagykun2.jpg,green symmetrical pattern with leaves and circular flowers from jaszssag
nagykun20.jpg,four floral desgisn patterns with central focus from nagykun
nagykun21.jpg,two nagykun edge design patterns
nagykun22.jpg,three nagykun design patterns with flowers and leaves
nagykun23.jpg,four floral pattern edge designs from nagykun
nagykun24.jpg,centerpiece design with flowers and leaves from nagykun
nagykun25.jpg,centerpiece design and two edge design patterns with the hungarian coat of arms in the middle from nagykun 
nagykun26.jpg,three designs from nagykun one of an owl and two edge design patterns
nagykun27.jpg,four floral designs with leaves and the hungarian coat of arms from nagykun
nagykun28.jpg,five floral designs with similar centers from nagykun
nagykun29.jpg,three edge flower designs and an emblem of hungary surrounded by leaves and flowers from nagykun
nagykun3.jpg,centerpiece design with flowers and leaves from nagykun
nagykun30.jpg,one symmetrical design and an edge design pattern from nagykun
nagykun31.jpg,two symmetrical designs with flowers and leaves with the bottom one including the emblem of hungary from nagykun 
nagykun32.jpg,two large design patters and one edge design all with flowers and leaves from nagykun
nagykun4.jpg,green symmetrical pattern with leaves and circular flowers from jaszssag
nagykun5.jpg,green symmetrical pattern with thick leaves and flowers from jaszssag
nagykun6.jpg,green symmetrical pattern with flowers from jaszssag
nagykun7.jpg,green symmetrical pattern with leaves and flowers and space between the items from jaszssag
nagykun8.jpg,green symmetrical pattern with thick leaves and flowers from jaszssag
nagykun9.jpg,light green symmetrical pattern with leaves and flowers from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_08.jpg,green symmetrical pattern with leaves and flowers from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_08CROP.jpg,green symmetrical pattern with flowers from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_09.jpg,green symmetrical pattern with long chain of leaves and circular flowers from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_09CROP.jpg,green symmetrical pattern with big flowers from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_10.jpg,green floral design with thin lines
PalotayGertrud_EM-1942_47_04epa_516-529_Page_10CROP.jpg,coat of arms of jaszssag with two birds and a crown and flowers
PalotayGertrud_EM-1942_47_04epa_516-529_Page_11.jpg,green design of diferent flowers around a thick branch from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_11CROP.jpg,green symmetrical pattern with flowers from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_12.jpg,green symmetrical pattern with flowers from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_12CROP.jpg,light green symmetrical pattern with leaves and flowers from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_12CROP2.jpg,a grid of 9 items used in jaszssag design patterns
PalotayGertrud_EM-1942_47_04epa_516-529_Page_13.jpg,a group of different flower shapes in light green from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_13CROP.jpg,a group of different flower shapes in light green from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_14.jpg,a group of different flower shapes in light green from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_14CROP.jpg,a green and red design with leaves from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_15.jpg,light green floral design inside a rounded triangle from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_16.jpg,edge pattern design in green from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_16CROP.jpg,a green and red design with flower and a small face on top from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_17.jpg,green floral design inside a rounded triangle from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_17CROP.jpg,rounded edge design in light green from jaszssag
PalotayGertrud_EM-1942_47_04epa_516-529_Page_17CROP2.jpg,6 horizontal design patterns with leaves and branches from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_18.jpg,9 horizontal design patterns with leaves and branches from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_18CROP.jpg,red plant design from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_19.jpg,floral design pattern from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_19CROP.jpg,floral design pattern from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_20.jpg,floral design pattern from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_20CROP.jpg,13 horizontal design patterns with leaves and branches from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_21.jpg,floral design pattern from from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_22.jpg,symmetrical floral design pattern from  Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_22CROP.jpg,symmetrical floral design pattern from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_23.jpg,symmetrical floral design pattern with leaves from Kalotaszeg
PalotayGertrud_EM-1942_47_04epa_516-529_Page_23CROP.jpg,floral design pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_091.jpg,two floral designs with leaves from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_091CROP.jpg,one flower and two branches in red from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_091CROP2.jpg,black design pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_092.jpg,dark black design from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_092CROP.jpg,6 horiozntal embriodery designs from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_093.jpg,design of edge pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_093CROP.jpg,design of edge pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_093CROP2.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_094.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_094CROP.jpg,red design of one flower and two straight branches with leaves and two curled branches with leaves from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_095.jpg,red design of one flower and two straight branches with leaves and two curled branches with leaves from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_095CROP.jpg,two floral designs with leaves from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_096.jpg,five red flowers design from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_096CROP.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_097.jpg,red design of flowers from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_097CROP.jpg,red design of three tall thick branches from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_098.jpg,three red oval leaves design from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_098CROP.jpg,red plant design from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_099.jpg,red plant design from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_099CROP.jpg,top edge of a red floral design from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_100.jpg,6 horiozntal embriodery designs from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_100CROP.jpg,edge pattern design from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_101.jpg,vertical embroidery pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_102.jpg,vertical embroidery pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_102CROP.jpg,vertical embroidery pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_103.jpg,vertical embroidery pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_103CROP.jpg,edge pattern design from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_104.jpg,floral design pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_104CROP.jpg,floral design pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_105.jpg,floral design pattern from Kalotaszeg
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_105CROP.jpg,three circular flowers and 2 flowers and leaves design from Kalotaszeg Malonyai
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_106.jpg,floral design pattern with lots of curved lines from Kalotaszeg Malonyai
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_106CROP.jpg,curved design with plants and flowers from Kalotaszeg Malonyai
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_107.jpg,symmetrical floral design with two circular flowers from Kalotaszeg Malonyai
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_107CROP.jpg,symmetrical floral design with two large flowers from Kalotaszeg Malonyai
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_108.jpg,symmetrical floral design with four circular flowers from Kalotaszeg Malonyai
PalotayGertrud_Mezosegimagyarhimzesek_07867_Page_108CROP.jpg,"red, pink, purple, and orange flower design from kepeslapok"
Somogy1.jpg,violet flowers design from kepeslapok
Somogy2.jpg,pink orange and purple circular flowers from kepeslapok
Somogy3.jpg,yellow orange blue and purple flower design from kepeslapok
Somogy5.jpg,purple orange red and pink flower design from kepeslapok
Somogy6.jpg,pink purple yellow flowers from kepeslapok
Somogy7.jpg,pink purple yellow flowers from kepeslapok
Somogy9.jpg,pink yellow orange purple flower design from kepeslapok
Szekely_keresztszemes1.jpg,lavender pink yellow and orange flower design from kepeslapok
Szekely_keresztszemes10.jpg,pink orange purple and red flower design from kepeslapok
Szekely_keresztszemes11.jpg,pink purple red flower design from kepeslapok
Szekely_keresztszemes12.jpg,pink purple red orange lavender flower design from kepeslapok
Szekely_keresztszemes13.jpg,orange yellow lavender flower design from kepeslapok
Szekely_keresztszemes14.jpg,spikey plants design pattern from Mezooseeg Erdely
Szekely_keresztszemes15.jpg,symmetrical design pattern repeating 4 times from Mezooseeg Erdely
Szekely_keresztszemes16.jpg,thin line floral art design pattern from mintakonyv
Szekely_keresztszemes17.jpg,thin line floral art design pattern from mintakonyv
Szekely_keresztszemes18.jpg,thin line floral art design pattern from mintakonyv
Szekely_keresztszemes19.jpg,three red and white items placed in a red pink and green pattern from nagykun
Szekely_keresztszemes2.jpg,frame design with floral patterns from nagykun
Szekely_keresztszemes20.jpg,edge pattern design with two multicolored circle designs from nagykun
Szekely_keresztszemes21.jpg,four floral desgisn patterns with central focus from nagykun
Szekely_keresztszemes22.jpg,two nagykun edge design patterns
Szekely_keresztszemes23.jpg,three nagykun design patterns with flowers and leaves
Szekely_keresztszemes24.jpg,four floral pattern edge designs from nagykun
Szekely_keresztszemes25.jpg,centerpiece design with flowers and leaves from nagykun
Szekely_keresztszemes26.jpg,centerpiece design and two edge design patterns with the hungarian coat of arms in the middle from nagykun 
Szekely_keresztszemes3.jpg,three designs from nagykun one of an owl and two edge design patterns
Szekely_keresztszemes4.jpg,four floral designs with leaves and the hungarian coat of arms from nagykun
Szekely_keresztszemes5.jpg,five floral designs with similar centers from nagykun
Szekely_keresztszemes6.jpg,three edge flower designs and an emblem of hungary surrounded by leaves and flowers from nagykun
Szekely_keresztszemes7.jpg,centerpiece design with flowers and leaves from nagykun
Szekely_keresztszemes8.jpg,one symmetrical design and an edge design pattern from nagykun
Szekely_keresztszemes9.jpg,two symmetrical designs with flowers and leaves with the bottom one including the emblem of hungary from nagykun 
Szilagysag1.jpg,two large design patters and one edge design all with flowers and leaves from nagykun
Szilagysag10.jpg,green symmetrical pattern with leaves and circular flowers from jaszssag
Szilagysag11.jpg,green symmetrical pattern with thick leaves and flowers from jaszssag
Szilagysag12.jpg,green symmetrical pattern with flowers from jaszssag
Szilagysag13.jpg,green symmetrical pattern with leaves and flowers and space between the items from jaszssag
Szilagysag14.jpg,green symmetrical pattern with thick leaves and flowers from jaszssag
Szilagysag15.jpg,light green symmetrical pattern with leaves and flowers from jaszssag
